run_id,provenance_level,protocol_group,protocol_status,status,model_name,model_path,model_revision,num_layers,method,adapter_enabled,adapter_path,adapter_hash,benchmark,task,split,context_length,n_planned,n_valid,seed,resume_j,j_fraction,selector,topk,chunk_size,metric,score,score_scale,stderr,ci95_low,ci95_high,code_commit,run_date,gpu,config_path,predictions_path,scorer_output_path,log_path,source_summary_path,source_disk,notes
ruler/qcmem_chunk/niah_multikey_1/32k,A,qcmem_adapter033L_n100,,complete,Qwen3-8B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-8b,,36,qcmem,True,outputs/qcmem_distill_qwen_j12_r32_4k/final,6fe9e53fb439,RULER,niah_multikey_1,,32k,,300,,12,0.333,bm25,6,1024,string_match,76.0,0-100,,,,,2026-07-11,,ruler_results/qcmem_chunk/qcmem_cs1024_niah_multikey_tk6_32k/niah_multikey_1_32k.json,ruler_results/qcmem_chunk/qcmem_cs1024_niah_multikey_tk6_32k/niah_multikey_1_32k.csv,,,ruler_results/qcmem_chunk/qcmem_cs1024_niah_multikey_tk6_32k/niah_multikey_1_32k.json,diskB,combined 3 shard-cell(s)
ruler/qcmem_chunk/niah_multikey_1/64k,A,qcmem_adapter033L_n100,,complete,Qwen3-8B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-8b,,36,qcmem,True,outputs/qcmem_distill_qwen_j12_r32_4k/final,6fe9e53fb439,RULER,niah_multikey_1,,64k,,300,,12,0.333,bm25,24,256,string_match,78.67,0-100,,,,,2026-07-11,,ruler_results/qcmem_chunk/qcmem_cs256_niah_multikey_tk24_64k/niah_multikey_1_64k.json,ruler_results/qcmem_chunk/qcmem_cs256_niah_multikey_tk24_64k/niah_multikey_1_64k.csv,,,ruler_results/qcmem_chunk/qcmem_cs256_niah_multikey_tk24_64k/niah_multikey_1_64k.json,diskB,combined 3 shard-cell(s)
ruler/qcmem_chunk/niah_multikey_1/8k,A,qcmem_adapter033L_n100,,complete,Qwen3-8B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-8b,,36,qcmem,True,outputs/qcmem_distill_qwen_j12_r32_4k/final,6fe9e53fb439,RULER,niah_multikey_1,,8k,,300,,12,0.333,bm25,24,256,string_match,78.33,0-100,,,,,2026-07-11,,ruler_results/qcmem_chunk/qcmem_cs256_niah_multikey_tk24_8k/niah_multikey_1_8k.json,ruler_results/qcmem_chunk/qcmem_cs256_niah_multikey_tk24_8k/niah_multikey_1_8k.csv,,,ruler_results/qcmem_chunk/qcmem_cs256_niah_multikey_tk24_8k/niah_multikey_1_8k.json,diskB,combined 3 shard-cell(s)
ruler/qcmem_chunk/niah_single_2/128k,A,qcmem_adapter033L_n100,,complete,Qwen3-8B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-8b,,36,qcmem,True,outputs/qcmem_distill_qwen_j12_r32_4k/final,6fe9e53fb439,RULER,niah_single_2,,128k,,300,,12,0.333,bm25,48,128,string_match,94.67,0-100,,,,,2026-07-11,,ruler_results/qcmem_chunk/qcmem_cs128_niah_single_tk48_128k/niah_single_2_128k.json,ruler_results/qcmem_chunk/qcmem_cs128_niah_single_tk48_128k/niah_single_2_128k.csv,,,ruler_results/qcmem_chunk/qcmem_cs128_niah_single_tk48_128k/niah_single_2_128k.json,diskB,combined 3 shard-cell(s)
ruler/qcmem_chunk/niah_single_2/16k,A,qcmem_adapter033L_n100,,complete,Qwen3-8B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-8b,,36,qcmem,True,outputs/qcmem_distill_qwen_j12_r32_4k/final,6fe9e53fb439,RULER,niah_single_2,,16k,,300,,12,0.333,bm25,24,256,string_match,98.67,0-100,,,,,2026-07-11,,ruler_results/qcmem_chunk/qcmem_cs256_niah_single_tk24_16k/niah_single_2_16k.json,ruler_results/qcmem_chunk/qcmem_cs256_niah_single_tk24_16k/niah_single_2_16k.csv,,,ruler_results/qcmem_chunk/qcmem_cs256_niah_single_tk24_16k/niah_single_2_16k.json,diskB,combined 3 shard-cell(s)
ruler/qcmem_chunk/niah_single_2/32k,A,qcmem_adapter033L_n100,,complete,Qwen3-8B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-8b,,36,qcmem,True,outputs/qcmem_distill_qwen_j12_r32_4k/final,6fe9e53fb439,RULER,niah_single_2,,32k,,300,,12,0.333,bm25,24,256,string_match,99.0,0-100,,,,,2026-07-11,,ruler_results/qcmem_chunk/qcmem_cs256_niah_single_tk24_32k/niah_single_2_32k.json,ruler_results/qcmem_chunk/qcmem_cs256_niah_single_tk24_32k/niah_single_2_32k.csv,,,ruler_results/qcmem_chunk/qcmem_cs256_niah_single_tk24_32k/niah_single_2_32k.json,diskB,combined 3 shard-cell(s)
ruler/qcmem_chunk/niah_single_2/64k,A,qcmem_adapter033L_n100,,complete,Qwen3-8B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-8b,,36,qcmem,True,outputs/qcmem_distill_qwen_j12_r32_4k/final,6fe9e53fb439,RULER,niah_single_2,,64k,,300,,12,0.333,bm25,48,128,string_match,96.67,0-100,,,,,2026-07-11,,ruler_results/qcmem_chunk/qcmem_cs128_niah_single_tk48_64k/niah_single_2_64k.json,ruler_results/qcmem_chunk/qcmem_cs128_niah_single_tk48_64k/niah_single_2_64k.csv,,,ruler_results/qcmem_chunk/qcmem_cs128_niah_single_tk48_64k/niah_single_2_64k.json,diskB,combined 3 shard-cell(s)
ruler/qcmem_chunk/niah_single_2/8k,A,qcmem_adapter033L_n100,,complete,Qwen3-8B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-8b,,36,qcmem,True,outputs/qcmem_distill_qwen_j12_r32_4k/final,6fe9e53fb439,RULER,niah_single_2,,8k,,300,,12,0.333,bm25,24,256,string_match,96.33,0-100,,,,,2026-07-11,,ruler_results/qcmem_chunk/qcmem_cs256_niah_single_tk24_8k/niah_single_2_8k.json,ruler_results/qcmem_chunk/qcmem_cs256_niah_single_tk24_8k/niah_single_2_8k.csv,,,ruler_results/qcmem_chunk/qcmem_cs256_niah_single_tk24_8k/niah_single_2_8k.json,diskB,combined 3 shard-cell(s)
ruler/qcmem_grid/niah_multikey_1/128k,A,qcmem_adapter033L_n500,,complete,Qwen3-8B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-8b,,36,qcmem,True,outputs/qcmem_distill_qwen_j12_r32_4k/final,6fe9e53fb439,RULER,niah_multikey_1,,128k,,800,,12,0.333,bm25,16,512,string_match,92.88,0-100,,,,,2026-07-11,,ruler_results/qcmem_grid/qcmem_mk_tk16_128k_g/niah_multikey_1_128k.json,ruler_results/qcmem_grid/qcmem_mk_tk16_128k_g/niah_multikey_1_128k.csv,,,ruler_results/qcmem_grid/qcmem_mk_tk16_128k_g/niah_multikey_1_128k.json,diskB,combined 10 shard-cell(s)
ruler/qcmem_grid/niah_multikey_1/16k,A,qcmem_adapter033L_n500,,complete,Qwen3-8B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-8b,,36,qcmem,True,outputs/qcmem_distill_qwen_j12_r32_4k/final,6fe9e53fb439,RULER,niah_multikey_1,,16k,,1100,,12,0.333,bm25,6,512,string_match,87.55,0-100,,,,,2026-07-11,,ruler_results/qcmem_grid/qcmem_n100_niah_multikey_tk6_16k/niah_multikey_1_16k.json,ruler_results/qcmem_grid/qcmem_n100_niah_multikey_tk6_16k/niah_multikey_1_16k.csv,,,ruler_results/qcmem_grid/qcmem_n100_niah_multikey_tk6_16k/niah_multikey_1_16k.json,diskB,combined 14 shard-cell(s)
ruler/qcmem_grid/niah_multikey_1/256k,A,qcmem_adapter033L_n100,,complete,Qwen3-8B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-8b,,36,qcmem,True,outputs/qcmem_distill_qwen_j12_r32_4k/final,6fe9e53fb439,RULER,niah_multikey_1,,256k,,300,,12,0.333,bm25,24,512,string_match,90.67,0-100,,,,,2026-07-12,,ruler_results/qcmem_grid/qcmem_n100_niah_multikey_tk24_256k/niah_multikey_1_256k.json,ruler_results/qcmem_grid/qcmem_n100_niah_multikey_tk24_256k/niah_multikey_1_256k.csv,,,ruler_results/qcmem_grid/qcmem_n100_niah_multikey_tk24_256k/niah_multikey_1_256k.json,diskB,combined 3 shard-cell(s)
ruler/qcmem_grid/niah_multikey_1/32k,A,qcmem_adapter033L_n500,,complete,Qwen3-8B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-8b,,36,qcmem,True,outputs/qcmem_distill_qwen_j12_r32_4k/final,6fe9e53fb439,RULER,niah_multikey_1,,32k,,550,,12,0.333,bm25,16,512,string_match,85.82,0-100,,,,,2026-07-11,,ruler_results/qcmem_grid/qcmem_n100_niah_multikey_tk16_32k/niah_multikey_1_32k.json,ruler_results/qcmem_grid/qcmem_n100_niah_multikey_tk16_32k/niah_multikey_1_32k.csv,,,ruler_results/qcmem_grid/qcmem_n100_niah_multikey_tk16_32k/niah_multikey_1_32k.json,diskB,combined 8 shard-cell(s)
ruler/qcmem_grid/niah_multikey_1/64k,A,qcmem_adapter033L_n500,,complete,Qwen3-8B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-8b,,36,qcmem,True,outputs/qcmem_distill_qwen_j12_r32_4k/final,6fe9e53fb439,RULER,niah_multikey_1,,64k,,800,,12,0.333,bm25,12,512,string_match,89.0,0-100,,,,,2026-07-11,,ruler_results/qcmem_grid/qcmem_mk_tk12_64k_g/niah_multikey_1_64k.json,ruler_results/qcmem_grid/qcmem_mk_tk12_64k_g/niah_multikey_1_64k.csv,,,ruler_results/qcmem_grid/qcmem_mk_tk12_64k_g/niah_multikey_1_64k.json,diskB,combined 11 shard-cell(s)
ruler/qcmem_grid/niah_multikey_1/8k,A,qcmem_adapter033L_n100,,complete,Qwen3-8B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-8b,,36,qcmem,True,outputs/qcmem_distill_qwen_j12_r32_4k/final,6fe9e53fb439,RULER,niah_multikey_1,,8k,,300,,12,0.333,bm25,4,512,string_match,86.33,0-100,,,,,2026-07-11,,ruler_results/qcmem_grid/qcmem_niah_multikey_tk4_8k_g/niah_multikey_1_8k.json,ruler_results/qcmem_grid/qcmem_niah_multikey_tk4_8k_g/niah_multikey_1_8k.csv,,,ruler_results/qcmem_grid/qcmem_niah_multikey_tk4_8k_g/niah_multikey_1_8k.json,diskB,combined 5 shard-cell(s)
ruler/qcmem_grid/niah_single_2/128k,A,qcmem_adapter033L_n500,,complete,Qwen3-8B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-8b,,36,qcmem,True,outputs/qcmem_distill_qwen_j12_r32_4k/final,6fe9e53fb439,RULER,niah_single_2,,128k,,650,,12,0.333,bm25,4,512,string_match,100.0,0-100,,,,,2026-07-11,,ruler_results/qcmem_grid/qcmem_n100_niah_single_tk4_128k/niah_single_2_128k.json,ruler_results/qcmem_grid/qcmem_n100_niah_single_tk4_128k/niah_single_2_128k.csv,,,ruler_results/qcmem_grid/qcmem_n100_niah_single_tk4_128k/niah_single_2_128k.json,diskB,combined 7 shard-cell(s)
ruler/qcmem_grid/niah_single_2/16k,A,qcmem_adapter033L_n500,,complete,Qwen3-8B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-8b,,36,qcmem,True,outputs/qcmem_distill_qwen_j12_r32_4k/final,6fe9e53fb439,RULER,niah_single_2,,16k,,850,,12,0.333,bm25,24,512,string_match,100.0,0-100,,,,,2026-07-11,,ruler_results/qcmem_grid/qcmem_n100_niah_single_tk24_16k/niah_single_2_16k.json,ruler_results/qcmem_grid/qcmem_n100_niah_single_tk24_16k/niah_single_2_16k.csv,,,ruler_results/qcmem_grid/qcmem_n100_niah_single_tk24_16k/niah_single_2_16k.json,diskB,combined 9 shard-cell(s)
ruler/qcmem_grid/niah_single_2/256k,A,qcmem_adapter033L_n100,,complete,Qwen3-8B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-8b,,36,qcmem,True,outputs/qcmem_distill_qwen_j12_r32_4k/final,6fe9e53fb439,RULER,niah_single_2,,256k,,300,,12,0.333,bm25,8,512,string_match,98.33,0-100,,,,,2026-07-11,,ruler_results/qcmem_grid/qcmem_n100_niah_single_tk8_256k/niah_single_2_256k.json,ruler_results/qcmem_grid/qcmem_n100_niah_single_tk8_256k/niah_single_2_256k.csv,,,ruler_results/qcmem_grid/qcmem_n100_niah_single_tk8_256k/niah_single_2_256k.json,diskB,combined 3 shard-cell(s)
ruler/qcmem_grid/niah_single_2/32k,A,qcmem_adapter033L_n100,,complete,Qwen3-8B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-8b,,36,qcmem,True,outputs/qcmem_distill_qwen_j12_r32_4k/final,6fe9e53fb439,RULER,niah_single_2,,32k,,350,,12,0.333,bm25,8,512,string_match,99.71,0-100,,,,,2026-07-11,,ruler_results/qcmem_grid/qcmem_n100_niah_single_tk8_32k/niah_single_2_32k.json,ruler_results/qcmem_grid/qcmem_n100_niah_single_tk8_32k/niah_single_2_32k.csv,,,ruler_results/qcmem_grid/qcmem_n100_niah_single_tk8_32k/niah_single_2_32k.json,diskB,combined 4 shard-cell(s)
ruler/qcmem_grid/niah_single_2/64k,A,qcmem_adapter033L_n500,,complete,Qwen3-8B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-8b,,36,qcmem,True,outputs/qcmem_distill_qwen_j12_r32_4k/final,6fe9e53fb439,RULER,niah_single_2,,64k,,450,,12,0.333,bm25,12,512,string_match,99.33,0-100,,,,,2026-07-11,,ruler_results/qcmem_grid/qcmem_n100_niah_single_tk12_64k/niah_single_2_64k.json,ruler_results/qcmem_grid/qcmem_n100_niah_single_tk12_64k/niah_single_2_64k.csv,,,ruler_results/qcmem_grid/qcmem_n100_niah_single_tk12_64k/niah_single_2_64k.json,diskB,combined 5 shard-cell(s)
ruler/qcmem_grid/niah_single_2/8k,A,qcmem_adapter033L_n500,,complete,Qwen3-8B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-8b,,36,qcmem,True,outputs/qcmem_distill_qwen_j12_r32_4k/final,6fe9e53fb439,RULER,niah_single_2,,8k,,700,,12,0.333,bm25,24,512,string_match,100.0,0-100,,,,,2026-07-11,,ruler_results/qcmem_grid/qcmem_n100_niah_single_tk24_8k/niah_single_2_8k.json,ruler_results/qcmem_grid/qcmem_n100_niah_single_tk24_8k/niah_single_2_8k.csv,,,ruler_results/qcmem_grid/qcmem_n100_niah_single_tk24_8k/niah_single_2_8k.json,diskB,combined 7 shard-cell(s)
ruler/qcmem_h2h_n100/niah_multikey_1/128k,A,qcmem_adapter033L_n100,,complete,Qwen3-8B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-8b,,36,qcmem,True,outputs/qcmem_distill_qwen_j12_r32_4k/final,6fe9e53fb439,RULER,niah_multikey_1,,128k,,100,,12,0.333,bm25,12,512,string_match,91.0,0-100,,,,,2026-07-13,,ruler_results/qcmem_h2h_n100/qcmem_n100_niah_multikey_128k_tk12/niah_multikey_1_128k.json,ruler_results/qcmem_h2h_n100/qcmem_n100_niah_multikey_128k_tk12/niah_multikey_1_128k.csv,,,ruler_results/qcmem_h2h_n100/qcmem_n100_niah_multikey_128k_tk12/niah_multikey_1_128k.json,diskB,
ruler/qcmem_h2h_n100/niah_multikey_1/16k,A,qcmem_adapter033L_n100,,complete,Qwen3-8B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-8b,,36,qcmem,True,outputs/qcmem_distill_qwen_j12_r32_4k/final,6fe9e53fb439,RULER,niah_multikey_1,,16k,,100,,12,0.333,bm25,12,512,string_match,95.0,0-100,,,,,2026-07-13,,ruler_results/qcmem_h2h_n100/qcmem_n100_niah_multikey_16k_tk12/niah_multikey_1_16k.json,ruler_results/qcmem_h2h_n100/qcmem_n100_niah_multikey_16k_tk12/niah_multikey_1_16k.csv,,,ruler_results/qcmem_h2h_n100/qcmem_n100_niah_multikey_16k_tk12/niah_multikey_1_16k.json,diskB,
ruler/qcmem_h2h_n100/niah_multikey_1/32k,A,qcmem_adapter033L_n100,,complete,Qwen3-8B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-8b,,36,qcmem,True,outputs/qcmem_distill_qwen_j12_r32_4k/final,6fe9e53fb439,RULER,niah_multikey_1,,32k,,100,,12,0.333,bm25,12,512,string_match,92.0,0-100,,,,,2026-07-13,,ruler_results/qcmem_h2h_n100/qcmem_n100_niah_multikey_32k_tk12/niah_multikey_1_32k.json,ruler_results/qcmem_h2h_n100/qcmem_n100_niah_multikey_32k_tk12/niah_multikey_1_32k.csv,,,ruler_results/qcmem_h2h_n100/qcmem_n100_niah_multikey_32k_tk12/niah_multikey_1_32k.json,diskB,
ruler/qcmem_h2h_n100/niah_multikey_1/64k,A,qcmem_adapter033L_n100,,complete,Qwen3-8B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-8b,,36,qcmem,True,outputs/qcmem_distill_qwen_j12_r32_4k/final,6fe9e53fb439,RULER,niah_multikey_1,,64k,,100,,12,0.333,bm25,12,512,string_match,94.0,0-100,,,,,2026-07-13,,ruler_results/qcmem_h2h_n100/qcmem_n100_niah_multikey_64k_tk12/niah_multikey_1_64k.json,ruler_results/qcmem_h2h_n100/qcmem_n100_niah_multikey_64k_tk12/niah_multikey_1_64k.csv,,,ruler_results/qcmem_h2h_n100/qcmem_n100_niah_multikey_64k_tk12/niah_multikey_1_64k.json,diskB,
ruler/qcmem_h2h_n100/niah_multikey_1/8k,A,qcmem_adapter033L_n100,,complete,Qwen3-8B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-8b,,36,qcmem,True,outputs/qcmem_distill_qwen_j12_r32_4k/final,6fe9e53fb439,RULER,niah_multikey_1,,8k,,100,,12,0.333,bm25,12,512,string_match,91.0,0-100,,,,,2026-07-13,,ruler_results/qcmem_h2h_n100/qcmem_n100_niah_multikey_8k_tk12/niah_multikey_1_8k.json,ruler_results/qcmem_h2h_n100/qcmem_n100_niah_multikey_8k_tk12/niah_multikey_1_8k.csv,,,ruler_results/qcmem_h2h_n100/qcmem_n100_niah_multikey_8k_tk12/niah_multikey_1_8k.json,diskB,
ruler/qcmem_h2h_n100/niah_single_2/128k,A,qcmem_adapter033L_n100,,complete,Qwen3-8B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-8b,,36,qcmem,True,outputs/qcmem_distill_qwen_j12_r32_4k/final,6fe9e53fb439,RULER,niah_single_2,,128k,,100,,12,0.333,bm25,12,512,string_match,100.0,0-100,,,,,2026-07-13,,ruler_results/qcmem_h2h_n100/qcmem_n100_niah_single_128k_tk12/niah_single_2_128k.json,ruler_results/qcmem_h2h_n100/qcmem_n100_niah_single_128k_tk12/niah_single_2_128k.csv,,,ruler_results/qcmem_h2h_n100/qcmem_n100_niah_single_128k_tk12/niah_single_2_128k.json,diskB,
ruler/qcmem_h2h_n100/niah_single_2/16k,A,qcmem_adapter033L_n100,,complete,Qwen3-8B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-8b,,36,qcmem,True,outputs/qcmem_distill_qwen_j12_r32_4k/final,6fe9e53fb439,RULER,niah_single_2,,16k,,100,,12,0.333,bm25,12,512,string_match,100.0,0-100,,,,,2026-07-13,,ruler_results/qcmem_h2h_n100/qcmem_n100_niah_single_16k_tk12/niah_single_2_16k.json,ruler_results/qcmem_h2h_n100/qcmem_n100_niah_single_16k_tk12/niah_single_2_16k.csv,,,ruler_results/qcmem_h2h_n100/qcmem_n100_niah_single_16k_tk12/niah_single_2_16k.json,diskB,
ruler/qcmem_h2h_n100/niah_single_2/32k,A,qcmem_adapter033L_n100,,complete,Qwen3-8B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-8b,,36,qcmem,True,outputs/qcmem_distill_qwen_j12_r32_4k/final,6fe9e53fb439,RULER,niah_single_2,,32k,,100,,12,0.333,bm25,12,512,string_match,100.0,0-100,,,,,2026-07-13,,ruler_results/qcmem_h2h_n100/qcmem_n100_niah_single_32k_tk12/niah_single_2_32k.json,ruler_results/qcmem_h2h_n100/qcmem_n100_niah_single_32k_tk12/niah_single_2_32k.csv,,,ruler_results/qcmem_h2h_n100/qcmem_n100_niah_single_32k_tk12/niah_single_2_32k.json,diskB,
ruler/qcmem_h2h_n100/niah_single_2/64k,A,qcmem_adapter033L_n100,,complete,Qwen3-8B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-8b,,36,qcmem,True,outputs/qcmem_distill_qwen_j12_r32_4k/final,6fe9e53fb439,RULER,niah_single_2,,64k,,100,,12,0.333,bm25,12,512,string_match,100.0,0-100,,,,,2026-07-13,,ruler_results/qcmem_h2h_n100/qcmem_n100_niah_single_64k_tk12/niah_single_2_64k.json,ruler_results/qcmem_h2h_n100/qcmem_n100_niah_single_64k_tk12/niah_single_2_64k.csv,,,ruler_results/qcmem_h2h_n100/qcmem_n100_niah_single_64k_tk12/niah_single_2_64k.json,diskB,
ruler/qcmem_h2h_n100/niah_single_2/8k,A,qcmem_adapter033L_n100,,complete,Qwen3-8B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-8b,,36,qcmem,True,outputs/qcmem_distill_qwen_j12_r32_4k/final,6fe9e53fb439,RULER,niah_single_2,,8k,,100,,12,0.333,bm25,12,512,string_match,100.0,0-100,,,,,2026-07-13,,ruler_results/qcmem_h2h_n100/qcmem_n100_niah_single_8k_tk12/niah_single_2_8k.json,ruler_results/qcmem_h2h_n100/qcmem_n100_niah_single_8k_tk12/niah_single_2_8k.csv,,,ruler_results/qcmem_h2h_n100/qcmem_n100_niah_single_8k_tk12/niah_single_2_8k.json,diskB,
ruler/qcmem_iterbm25_ext/variable_tracking/16k,A,qcmem_adapter033L_n100,,complete,Qwen3-8B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-8b,,36,qcmem,True,outputs/qcmem_distill_qwen_j12_r32_4k/final,6fe9e53fb439,RULER,variable_tracking,,16k,,300,,12,0.333,iter_bm25,24,512,string_match,94.13,0-100,,,,,2026-07-13,,ruler_results/qcmem_iterbm25_ext/iterbm25_vt_16k_hop4_r12_tk24/variable_tracking_16k.json,ruler_results/qcmem_iterbm25_ext/iterbm25_vt_16k_hop4_r12_tk24/variable_tracking_16k.csv,,,ruler_results/qcmem_iterbm25_ext/iterbm25_vt_16k_hop4_r12_tk24/variable_tracking_16k.json,diskB,combined 3 shard-cell(s)
ruler/qcmem_iterbm25_ext/variable_tracking/1k,A,qcmem_adapter033L_n100,,complete,Qwen3-8B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-8b,,36,qcmem,True,/apdcephfs_zwfy6/share_304376610/pighzliu_code/Mixture-of-Memory/outputs/qcmem_distill_qwen_j12_r32_4k/final,6fe9e53fb439,RULER,variable_tracking,,1k,,100,,12,0.333,iter_bm25,16,512,string_match,100.0,0-100,,,,,2026-07-13,,ruler_results/qcmem_iterbm25_ext/iterbm25_vt_1k_hop4_r0_tk16/variable_tracking_1k.json,ruler_results/qcmem_iterbm25_ext/iterbm25_vt_1k_hop4_r0_tk16/variable_tracking_1k.csv,,,ruler_results/qcmem_iterbm25_ext/iterbm25_vt_1k_hop4_r0_tk16/variable_tracking_1k.json,diskB,
ruler/qcmem_iterbm25_ext/variable_tracking/2k,A,qcmem_adapter033L_n100,,complete,Qwen3-8B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-8b,,36,qcmem,True,outputs/qcmem_distill_qwen_j12_r32_4k/final,6fe9e53fb439,RULER,variable_tracking,,2k,,100,,12,0.333,iter_bm25,16,512,string_match,99.6,0-100,,,,,2026-07-13,,ruler_results/qcmem_iterbm25_ext/iterbm25_vt_2k_hop4_r0_tk16/variable_tracking_2k.json,ruler_results/qcmem_iterbm25_ext/iterbm25_vt_2k_hop4_r0_tk16/variable_tracking_2k.csv,,,ruler_results/qcmem_iterbm25_ext/iterbm25_vt_2k_hop4_r0_tk16/variable_tracking_2k.json,diskB,
ruler/qcmem_iterbm25_ext/variable_tracking/32k,A,qcmem_adapter033L_n100,,complete,Qwen3-8B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-8b,,36,qcmem,True,outputs/qcmem_distill_qwen_j12_r32_4k/final,6fe9e53fb439,RULER,variable_tracking,,32k,,200,,12,0.333,iter_bm25,16,512,string_match,93.1,0-100,,,,,2026-07-13,,ruler_results/qcmem_iterbm25_ext/iterbm25_vt_32k_hop4_r8_tk16/variable_tracking_32k.json,ruler_results/qcmem_iterbm25_ext/iterbm25_vt_32k_hop4_r8_tk16/variable_tracking_32k.csv,,,ruler_results/qcmem_iterbm25_ext/iterbm25_vt_32k_hop4_r8_tk16/variable_tracking_32k.json,diskB,combined 2 shard-cell(s)
ruler/qcmem_iterbm25_ext/variable_tracking/4k,A,qcmem_adapter033L_n100,,complete,Qwen3-8B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-8b,,36,qcmem,True,outputs/qcmem_distill_qwen_j12_r32_4k/final,6fe9e53fb439,RULER,variable_tracking,,4k,,100,,12,0.333,iter_bm25,16,512,string_match,100.0,0-100,,,,,2026-07-13,,ruler_results/qcmem_iterbm25_ext/iterbm25_vt_4k_hop4_r0_tk16/variable_tracking_4k.json,ruler_results/qcmem_iterbm25_ext/iterbm25_vt_4k_hop4_r0_tk16/variable_tracking_4k.csv,,,ruler_results/qcmem_iterbm25_ext/iterbm25_vt_4k_hop4_r0_tk16/variable_tracking_4k.json,diskB,
ruler/qcmem_iterbm25_ext/variable_tracking/8k,A,qcmem_adapter033L_n100,,complete,Qwen3-8B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-8b,,36,qcmem,True,outputs/qcmem_distill_qwen_j12_r32_4k/final,6fe9e53fb439,RULER,variable_tracking,,8k,,100,,12,0.333,iter_bm25,16,512,string_match,96.2,0-100,,,,,2026-07-13,,ruler_results/qcmem_iterbm25_ext/iterbm25_vt_8k_hop4_r8_tk16/variable_tracking_8k.json,ruler_results/qcmem_iterbm25_ext/iterbm25_vt_8k_hop4_r8_tk16/variable_tracking_8k.csv,,,ruler_results/qcmem_iterbm25_ext/iterbm25_vt_8k_hop4_r8_tk16/variable_tracking_8k.json,diskB,
ruler/qcmem_iterbm25_vt/variable_tracking/16k,A,qcmem_adapter033L_n100,,complete,Qwen3-8B,/apdcephfs_wzc1/share_304376610/pighzliu_code/models/Qwen--Qwen3-8b,,36,qcmem,True,outputs/qcmem_distill_qwen_j12_r32_4k/final,6fe9e53fb439,RULER,variable_tracking,,16k,,200,,12,0.333,iter_bm25,16,512,string_match,93.0,0-100,,,,,2026-07-13,,ruler_results/qcmem_iterbm25_vt/iterbm25_vt_16k_hop2_tk16/variable_tracking_16k.json,ruler_results/qcmem_iterbm25_vt/iterbm25_vt_16k_hop2_tk16/variable_tracking_16k.csv,,,ruler_results/qcmem_iterbm25_vt/iterbm25_vt_16k_hop2_tk16/variable_tracking_16k.json,wzc1,combined 2 shard-cell(s)
